SampleID,Sample Name,seqrun,f_primer,r_primer,Cycles,Annealing temperature,Taq,Project Description/ Owner,psyllid_family,psyllid_genus,psyllid_spp,hostplant_spp,Collection,Collection Date
119a_S100,119A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza MASSEY,Olearia sp.,"43°31'49.10""S 172°37'15.20""E",11/03/2015
479a_S88,479a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza MASSEY,Oleaeria odorata,"41°02'13.2""S 172°48'27.0""E",24/01/2017
479A_S186,479A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza MASSEY,Olearia odorata,"41°02'13.2""S 172°48'27.0""E",24/01/2017
68_S62,68,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza obscura,Hebe sp.,"42°33'56.10""S 173°11'19.70""E",8/01/2015
478A_S85,478A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza obscura,Hebe sp.,"41°02'13.2""S 172°48'27.0""E",24/01/2017
478B_S86,478B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza obscura,Hebe sp.,"41°02'13.2""S 172°48'27.0""E",24/01/2017
62_S58,62,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza OMAHUTA,Metrosideros umbellata,"43°17'48.63""S 171°44'13.02""E",27/01/2015
456_S171,456,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza OMAHUTA,Brachyglottis repanda,"41°17'28.0""S 173°14'04.2""E",1/12/2016
472A_S183,472A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza OMAHUTA,Brachyglottis repanda,"40°44'39.1""S 172°40'51.2""E",17/01/2017
472a_S188,472a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza OMAHUTA,Brachyglottis repanda,"40°44'39.1""S 172°40'51.2""E",17/01/2017
72_S65,72,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza panacis,Pseudopanax crassifolius,"43°38'25.90""S 172°28'31.20""E",16/02/2015
57b_S54,57B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza PRICE'S VALLEY,Plagianthus sp.,"37°45'54.80""S 176°24'01.10""E",9/11/2014
410_S141,410,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza sp. A,Pittosporum divaricartum,"41°48'24.1""S 172°51'23.0""E",27/03/2016
468A_S180,468A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza sp. A,Pittosporum divaricartum,"41°17'28.0""S 173°14'04.2""E",14/01/2017
468B_S181,468B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza sp. A,Pittosporum divaricartum,"41°17'28.0""S 173°14'04.2""E",14/01/2017
160_S128,160,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza acuta B,Ozothamnus sp.,"43°07'56.20""S 171°46'01.10""E",5/04/2015
412_S142,412,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza sp. B,Olearia arborescens,"41°48'24.1""S 172°51'23.0""E",28/03/2016
47_S45,47,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza sp. C,Pseudopanax edgerlii,"43°01'45.90""S 171°37'46.70""E",27/10/2014
442A_S157,442A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza sp. D,Olearia virgata,"43°13'27.5""S 172°16'57.0""E",24/10/2016
442B_S158,442B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza sp. D,Olearia virgata,"43°13'27.5""S 172°16'57.0""E",24/10/2016
442b_S159,442b,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza sp. D,Olearia virgata,"43°13'27.5""S 172°16'57.0""E",24/10/2016
120a_S101,120A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza subacuta,Olearia avicenniifolia,"43°37'57.40""S 172°37'29.60""E",10/03/2015
159a_S127,159A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza subacuta,Olearia avicenniifolia,"43°07'56.20""S 171°46'01.10""E",5/04/2015
257_S129,257,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza subvexa,Olearia,"40°45'48.6""S 172°40'58.8""E",17/01/2016
458_S174,458,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza subvexa,Olearia avicenniifolia,"41°17'28.0""S 173°14'04.2""E",1/12/2016
477A_S87,477A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza subvexa,Olearia avicenniifolia,"41°02'13.2""S 172°48'27.0""E",24/01/2017
477B_S84,477B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza subvexa,Olearia avicenniifolia,"41°02'13.2""S 172°48'27.0""E",24/01/2017
53_S50,53,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"43°38'23.40""S 172°28'31.30""E",30/11/2014
59_S56,59,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"40°43'36.60""S 172°41'19.40""E",23/01/2015
84_S73,84,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"46°28'05.04""S 168°39'30.15""E",25/02/2015
88_S75,88,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"46°25'28.87""S 168°21'38.03""E",25/02/2015
90_S77,90,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"46°33'51.23""S 168°56'41.04""E",26/02/2015
102_S84,102,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"45°46'42.34""S 167°36'55.42""E",28/02/2015
104_S85,104,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"45°33'53.50""S 167°36'38.66""E",2/03/2015
133_S110,133,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"36°50'48.80""S 174°45'17.50""E",25/03/2015
148_S120,148,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"37°00'49.13""S 175°30'37.32""E",29/03/2015
169_S135,169,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza vitreoradiata,Pittosporum crassifolius,"43°45'07.68""S 173°00'56.54""E",16/04/2015
Mock_S192,Mock,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,,,,,,
PCRctrl_S191,PCR_negative,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,,,,,,
