SampleID,Sample_Name,seqrun,f_primer,r_primer,Cycles,Annealing_temperature,Taq,Project_Description/_Owner,psyllid_family,psyllid_genus,psyllid_spp,hostplant_spp,Collection_Date,replicated,lat,long,genus_geo
61_S57,61,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_decurvata,Dracophyllum_sp,27/01/2015,FALSE,-43.29666667,171.7369444,Trioza
69_S63,69,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_decurvata,Dracophyllum_sp,8/01/2015,FALSE,-42.56555556,173.1886111,Trioza
40_S39,40,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_discariae,Discaria_toumatou,23/10/2014,FALSE,-43.16,172.7308333,Trioza
38a_S37,38A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_discariae,Discaria_toumatou,14/09/2014,FALSE,-43.63527778,171.2261111,Trioza
38b_S38,38B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_discariae,Discaria_toumatou,14/09/2014,FALSE,-43.63527778,171.2261111,Trioza
161_S129,161,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_doryphora,Olearia_ilicifolia,12/04/2015,FALSE,-43.80972222,173.0241667,Trioza
162_S130,162,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_doryphora,Olearia_ilicifolia,12/04/2015,FALSE,-43.80972222,173.0241667,Trioza
170_S136,170,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_doryphora,Olearia_ilicifolia,16/04/2015,FALSE,-43.75194444,173.0155556,Trioza
173_S138,173,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_doryphora,Olearia_ilicifolia,16/04/2015,FALSE,-43.80972222,173.0241667,Trioza
48_S46,48,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_emarginata,Coprosma_sp,27/10/2014,FALSE,-43.20638889,171.7225,Trioza
151_S122,151,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_falcata,Aristotelia_fruticosa,4/04/2015,FALSE,-42.99666667,171.7397222,Trioza
154_S124,154,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_falcata,Aristotelia_fruticosa,4/04/2015,FALSE,-42.99666667,171.7397222,Trioza
157_S125,157,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_falcata,Aristotelia_fruticosa,4/04/2015,FALSE,-43.22027778,171.7188889,Trioza
158_S126,158,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_falcata,Aristotelia_fruticosa,5/04/2015,FALSE,-43.13222222,171.7669444,Trioza
64_S60,64,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_fasciata,Muehlenbeckia_complexa,29/01/2015,FALSE,-40.51416667,172.7547222,Trioza
132_S109,132,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_fasciata,Muehlenbeckia_auxiliaris,25/03/2015,FALSE,-37.00777778,174.9061111,Trioza
471A_S182,471A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_FORTROSE,Elaeocarpus,15/01/2017,FALSE,-41.29111111,173.2344444,Trioza
471a_S187,471a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_FORTROSE,Elaeocarpus,15/01/2017,FALSE,-41.29111111,173.2344444,Trioza
457A_S172,457A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_gourlayi,Olearia_virgata,1/12/2016,FALSE,-41.29111111,173.2344444,Trioza
457B_S173,457B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_gourlayi,Olearia_virgata,1/12/2016,FALSE,-41.29111111,173.2344444,Trioza
63a_S59,63A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_hebicola,Hebe_sp,27/01/2015,FALSE,-43.29666667,171.7369444,Trioza
4_S3,4,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_irregularis,Pseudopanax_arboreus,1/09/2014,FALSE,-43.29083333,171.925,Trioza
166_S133,166,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_irregularis,Pseudopanax_arboreus,16/04/2015,FALSE,-43.72111111,172.9372222,Trioza
168_S134,168,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_irregularis,Pseudopanax_arboreus,16/04/2015,FALSE,-43.72111111,172.9372222,Trioza
252_S128,252,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_irregularis,Fuchsia_excorticata,7/01/2016,FALSE,-41.14694444,173.5133333,Trioza
119a_S100,119A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_MASSEY,Olearia_sp,11/03/2015,FALSE,-43.53027778,172.6208333,Trioza
479a_S88,479a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_MASSEY,Olearia_odorata,24/01/2017,FALSE,-41.03694444,172.8075,Trioza
479A_S186,479A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_MASSEY,Olearia_odorata,24/01/2017,FALSE,-41.03694444,172.8075,Trioza
68_S62,68,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_obscura,Hebe_sp,8/01/2015,FALSE,-42.56555556,173.1886111,Trioza
478A_S85,478A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_obscura,Hebe_sp,24/01/2017,FALSE,-41.03694444,172.8075,Trioza
478B_S86,478B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_obscura,Hebe_sp,24/01/2017,FALSE,-41.03694444,172.8075,Trioza
62_S58,62,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_OMAHUTA,Metrosideros_umbellata,27/01/2015,FALSE,-43.29666667,171.7369444,Trioza
456_S171,456,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_OMAHUTA,Brachyglottis_repanda,1/12/2016,FALSE,-41.29111111,173.2344444,Trioza
472A_S183,472A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_OMAHUTA,Brachyglottis_repanda,17/01/2017,FALSE,-40.74416667,172.6808333,Trioza
472a_S188,472a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_OMAHUTA,Brachyglottis_repanda,17/01/2017,FALSE,-40.74416667,172.6808333,Trioza
72_S65,72,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_panacis,Pseudopanax_crassifolius,16/02/2015,FALSE,-43.64027778,172.4752778,Trioza
57b_S54,57B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_PRICES_VALLEY,Plagianthus_sp,9/11/2014,FALSE,-37.765,176.4002778,Trioza
410_S141,410,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_sp_A,Pittosporum_divaricartum,27/03/2016,FALSE,-41.80666667,172.8563889,Trioza
468A_S180,468A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_sp_A,Pittosporum_divaricartum,14/01/2017,FALSE,-41.29111111,173.2344444,Trioza
468B_S181,468B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_sp_A,Pittosporum_divaricartum,14/01/2017,FALSE,-41.29111111,173.2344444,Trioza
160_S128,160,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_acuta_B,Ozothamnus_sp,5/04/2015,FALSE,-43.13222222,171.7669444,Trioza
412_S142,412,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_sp_B,Olearia_arborescens,28/03/2016,FALSE,-41.80666667,172.8563889,Trioza
47_S45,47,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_sp_C,Pseudopanax_edgerlii,27/10/2014,FALSE,-43.02916667,171.6294444,Trioza
442A_S157,442A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_sp_D,Olearia_virgata,24/10/2016,FALSE,-43.22416667,172.2825,Trioza
442B_S158,442B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_sp_D,Olearia_virgata,24/10/2016,FALSE,-43.22416667,172.2825,Trioza
442b_S159,442b,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_sp_D,Olearia_virgata,24/10/2016,FALSE,-43.22416667,172.2825,Trioza
120a_S101,120A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_subacuta,Olearia_avicenniifolia,10/03/2015,FALSE,-43.6325,172.6247222,Trioza
159a_S127,159A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_subacuta,Olearia_avicenniifolia,5/04/2015,FALSE,-43.13222222,171.7669444,Trioza
257_S129,257,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_subvexa,Olearia,17/01/2016,FALSE,-40.76333333,172.6827778,Trioza
458_S174,458,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_subvexa,Olearia_avicenniifolia,1/12/2016,FALSE,-41.29111111,173.2344444,Trioza
477A_S87,477A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_subvexa,Olearia_avicenniifolia,24/01/2017,FALSE,-41.03694444,172.8075,Trioza
477B_S84,477B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_subvexa,Olearia_avicenniifolia,24/01/2017,FALSE,-41.03694444,172.8075,Trioza
53_S50,53,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,30/11/2014,FALSE,-43.63972222,172.4752778,Trioza
59_S56,59,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,23/01/2015,FALSE,-40.72666667,172.6886111,Trioza
84_S73,84,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,25/02/2015,FALSE,-46.46805556,168.6583333,Trioza
88_S75,88,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,25/02/2015,FALSE,-46.42444444,168.3605556,Trioza
90_S77,90,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,26/02/2015,FALSE,-46.56416667,168.9447222,Trioza
102_S84,102,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,28/02/2015,FALSE,-45.77833333,167.6152778,Trioza
104_S85,104,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,2/03/2015,FALSE,-45.56472222,167.6105556,Trioza
133_S110,133,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,25/03/2015,FALSE,-36.84666667,174.7547222,Trioza
148_S120,148,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,29/03/2015,FALSE,-37.01361111,175.5102778,Trioza
169_S135,169,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_vitreoradiata,Pittosporum_crassifolius,16/04/2015,FALSE,-43.75194444,173.0155556,Trioza
Mock_S192,Mock,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
PCRctrl_S191,PCR_negative,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
